Index,ID,Likes,Retweets,Language,URL,Text
0,1264611419351322628,9164,1353,en,www.twitter.com/i/web/status/1264611419351322628,"We are now 3⃣ days away from the historic #LaunchAmerica mission!

On Wednesday, May 27, @AstroBehnken and @Astro_Doug will lift off aboard @SpaceX's Crew Dragon on the company’s Falcon 9 rocket and fly to the @Space_Station. Weather remains 40% favorable: https://t.co/m2wtN8"
1,1264277630653784065,78642,12156,en,www.twitter.com/i/web/status/1264277630653784065,"Elon Musk watching the successful 
return of the Falcon 9 rocket in 2015:
https://t.co/sT0yojGCus"
2,1263565023915343873,91550,13058,en,www.twitter.com/i/web/status/1263565023915343873,Falcon 9 and Crew Dragon are vertical on the launch pad
3,1263296976499748864,74424,10726,en,www.twitter.com/i/web/status/1263296976499748864,Crew Dragon and Falcon 9 in the hangar at Launch Complex 39A
4,1262471859028856832,18180,3225,en,www.twitter.com/i/web/status/1262471859028856832,"The Crew Dragon has arrived to Launch Complex 39A! 🐉

This spacecraft will carry @AstroBehnken and @Astro_Doug to the @Space_Station when it launches atop a @SpaceX Falcon 9 rocket on May 27, at 4:33 p.m. ET: https://t.co/yvfOCG4"
5,1263962666051067904,19095,2907,en,www.twitter.com/i/web/status/1263962666051067904,"Static fire of Falcon 9 complete – targeting Wednesday, May 27 at 4:33 p.m. EDT for Crew Dragon’s launch to the @Space_Station with @AstroBehnken and @Astro_Doug on board → https://t.co/bJFj"
6,1263488927954079753,9245,1747,en,www.twitter.com/i/web/status/1263488927954079753,"One step closer to launch! 🚀

The @SpaceX Falcon 9 rocket and Crew Dragon are now on the launch pad ahead of liftoff, which is slated for May 27 at 4:33 pm ET. The mission will mark the first time astronauts have launched from U.S. soil since 2011: https://t.co/6ZixIS3"
